"traffic_volume","t","temp_F_clean","holiday_ind"
4602,140,48.542,0
5125,141,49.622,0
5502,142,50.5940000000001,0
5979,143,52.124,0
5663,144,52.3940000000001,0
4259,145,51.9440000000001,0
3069,146,47.9120000000001,0
2378,147,43.988,0
2030,148,43.1600000000001,0
1400,149,42.35,0
917,150,41.558,0
515,151,40.334,0
302,152,39.416,0
251,153,39.7760000000001,0
798,154,38.8760000000001,0
2678,155,38.066,0
5733,156,38.2100000000001,0
6449,157,39.488,0
5765,158,41.414,0
5599,159,43.1600000000001,0
4534,160,46.796,0
4691,161,49.9280000000001,0
5067,162,51.674,0
5030,163,53.582,0
5300,164,55.7600000000001,0
5777,165,57.3440000000001,0
6349,166,59.684,0
6127,167,62.9960000000001,0
4460,168,62.564,0
3418,169,60.2780000000001,0
2775,170,57.5780000000001,0
2306,171,53.5280000000001,0
1846,172,50.558,0
947,173,48.74,0
494,174,47.714,0
332,175,47.534,0
261,176,46.292,0
361,177,46.4360000000001,0
5875,178,46.58,0
6793,179,46.58,0
6793,180,46.58,0
6283,181,44.5100000000001,0
6283,182,44.5100000000001,0
5680,183,43.6280000000001,0
5680,184,43.6280000000001,0
4632,185,43.7360000000001,0
4887,186,44.672,0
5030,187,48.092,0
5067,188,48.398,0
5227,189,48.0200000000001,0
5610,190,47.192,0
6286,191,46.5440000000001,0
4775,192,49.0100000000001,0
3340,193,49.0100000000001,0
3013,194,49.0100000000001,0
2603,195,49.0100000000001,0
1910,196,49.0100000000001,0
1037,197,49.0100000000001,0
347,198,33.35,0
350,199,34.25,0
850,200,33.6200000000001,0
2791,201,33.008,0
5809,202,31.1180000000001,0
6798,203,31.1,0
6304,204,30.866,0
5291,205,35.672,0
4638,206,35.942,0
5557,207,51.7100000000001,0
5818,208,51.7100000000001,0
6272,209,51.134,0
5944,210,50.666,0
4949,211,50.306,0
3511,212,48.038,0
3039,213,47.84,0
2679,214,47.588,0
2094,215,48.2180000000001,0
1284,216,48.884,0
630,217,51.3680000000001,0
410,218,52.682,0
331,219,52.6280000000001,0
372,220,50.0540000000001,0
739,221,48.398,0
2561,222,45.716,0
5586,223,41.684,0
6992,224,40.082,0
5860,225,40.55,0
5230,226,41.0540000000001,0
4864,227,43.0520000000001,0
5146,228,45.14,0
5526,229,46.04,0
5383,230,47.4620000000001,0
5758,231,47.642,0
5889,232,48.74,0
6057,233,48.29,0
6028,234,47.1020000000001,0
5257,235,44.708,0
1897,236,48.29,0
1335,237,30.974,0
769,238,30.038,0
570,239,28.1120000000001,0
413,240,26.8520000000001,0
399,241,25.3940000000001,0
740,242,25.016,0
1420,243,24.3680000000001,0
2220,244,24.4940000000001,0
3479,245,24.9440000000001,0
4546,246,31.0280000000001,0
4579,247,38.534,0
4438,248,42.9260000000001,0
4623,249,44.9600000000001,0
4440,250,47.588,0
4495,251,49.8200000000001,0
4483,252,51.458,0
4591,253,52.484,0
4477,254,52.322,0
4221,255,50.882,0
3672,256,47.6600000000001,0
3015,257,46.814,0
2769,258,47.642,0
2875,259,48.3440000000001,0
1931,260,48.2540000000001,0
1309,261,48.8120000000001,0
870,262,48.9020000000001,0
654,263,48.974,0
364,264,48.3440000000001,0
262,265,48.074,0
505,266,48.3440000000001,0
861,267,48.3620000000001,0
1132,268,48.3620000000001,0
1797,269,48.3620000000001,0
2685,270,48.7040000000001,0
2685,271,48.7040000000001,0
2685,272,48.7040000000001,0
3370,273,48.524,0
3370,274,48.524,0
3662,275,49.406,0
3662,276,49.406,0
4076,277,50.324,0
4076,278,50.324,0
4076,279,50.324,0
4128,280,51.08,0
4128,281,51.08,0
4128,282,51.08,0
4358,283,51.692,0
4358,284,51.692,0
4358,285,51.692,0
4342,286,52.5200000000001,0
4342,287,52.5200000000001,0
4234,288,52.7540000000001,0
4271,289,52.682,0
4271,290,52.682,0
4080,291,52.25,0
3453,292,51.8360000000001,0
2718,293,51.584,0
2439,294,50.774,0
1819,295,49.8020000000001,0
1002,296,47.84,0
1002,297,47.84,0
542,298,47.2280000000001,0
542,299,47.2280000000001,0
303,300,47.156,0
239,301,46.8860000000001,0
335,302,46.6520000000001,0
335,303,46.6520000000001,0
810,304,46.166,0
810,305,46.166,0
2606,306,45.806,0
2606,307,45.806,0
5714,308,45.032,0
6798,309,44.672,0
6114,310,44.006,0
5094,311,43.88,0
4473,312,44.456,0
4529,313,44.906,0
4823,314,47.4260000000001,0
4872,315,51.548,0
5238,316,54.914,0
5584,317,56.696,0
6246,318,58.0100000000001,0
5957,319,57.416,0
4535,320,55.4540000000001,0
3234,321,53.69,0
2677,322,52.7540000000001,0
2077,323,52.4120000000001,0
1380,324,50.7020000000001,0
927,325,48.524,0
500,326,46.508,0
324,327,44.096,0
257,328,42.4040000000001,0
354,329,40.5680000000001,0
769,330,39.308,0
2769,331,38.2280000000001,0
5789,332,37.3280000000001,0
7055,333,34.988,0
6408,334,35.3120000000001,0
5254,335,40.5680000000001,0
4547,336,45.608,0
4784,337,51.2600000000001,0
5015,338,55.148,0
5057,339,55.688,0
5430,340,59,0
5813,341,60.8,0
6496,342,60.5120000000001,0
6429,343,60.2780000000001,0
5142,344,59.0180000000001,0
3311,345,57.434,0
2777,346,57.0020000000001,0
2331,347,56.75,0
1767,348,57.092,0
1093,349,57.092,0
554,350,56.732,0
333,351,56.8040000000001,0
267,352,56.8040000000001,0
358,353,57.056,0
777,354,56.138,0
2732,355,54.9680000000001,0
5637,356,53.8520000000001,0
5564,357,53.1860000000001,0
6274,358,53.9600000000001,0
5403,359,54.6260000000001,0
5403,360,54.6260000000001,0
4680,361,57.092,0
4642,362,59.288,0
4979,363,59.8280000000001,0
4851,364,62.906,0
4291,365,64.7780000000001,0
4714,366,65.948,0
6723,367,67.0280000000001,0
6180,368,67.1,0
4843,369,63.266,0
3435,370,59.3600000000001,0
2921,371,56.4260000000001,0
2763,372,54.2120000000001,0
1930,373,51.9260000000001,0
1160,374,51.1700000000001,0
654,375,51.0260000000001,0
374,376,49.3700000000001,0
301,377,48.506,0
397,378,48.614,0
794,379,49.298,0
2564,380,49.514,0
5358,381,51.8540000000001,0
6441,382,52.772,0
5536,383,53.33,0
5256,384,56.75,0
4619,385,59.3600000000001,0
5107,386,61.592,0
5147,387,59.216,0
5283,388,55.8680000000001,0
5704,389,55.058,0
5887,390,57.0020000000001,0
6307,391,57.2540000000001,0
5953,392,56.822,0
4519,393,55.148,0
3427,394,52.7360000000001,0
2921,395,50.522,0
2649,396,48.848,0
2005,397,47.75,0
1177,398,47.6600000000001,0
699,399,46.634,0
436,400,46.0760000000001,0
353,401,45.122,0
353,402,45.122,0
399,403,44.366,0
720,404,43.9520000000001,0
720,405,43.9520000000001,0
720,406,43.9520000000001,0
720,407,43.9520000000001,0
2370,408,43.8620000000001,0
2370,409,43.8620000000001,0
5162,410,43.7,0
5162,411,43.7,0
5162,412,43.7,0
5777,413,43.34,0
5777,414,43.34,0
5235,415,42.9260000000001,0
5235,416,42.9260000000001,0
5235,417,42.9260000000001,0
4606,418,43.1600000000001,0
4606,419,43.1600000000001,0
4328,420,44.1860000000001,0
4282,421,45.122,0
4489,422,46.13,0
4908,423,47.048,0
5620,424,47.8040000000001,0
5849,425,47.822,0
5849,426,47.822,0
4945,427,48.416,0
4619,428,48.6680000000001,0
4479,429,48.308,0
3804,430,47.372,0
2908,431,46.598,0
2942,432,45.5180000000001,0
3077,433,45.1040000000001,0
3077,434,45.1040000000001,0
2051,435,44.5100000000001,0
2051,436,44.5100000000001,0
2051,437,44.5100000000001,0
1270,438,44.438,0
1270,439,44.438,0
773,440,44.834,0
773,441,44.834,0
589,442,45.014,0
432,443,45.446,0
432,444,45.446,0
401,445,45.9680000000001,0
401,446,45.9680000000001,0
401,447,45.9680000000001,0
759,448,46.058,0
759,449,46.058,0
759,450,46.058,0
1313,451,46.364,0
1313,452,46.364,0
1313,453,46.364,0
1824,454,46.634,0
1824,455,46.634,0
1824,456,46.634,0
2787,457,46.472,0
2787,458,46.472,0
2787,459,46.472,0
3713,460,47.39,0
3713,461,47.39,0
3713,462,47.39,0
3713,463,47.39,0
3815,464,47.966,0
3815,465,47.966,0
3815,466,47.966,0
3815,467,47.966,0
4339,468,48.5600000000001,0
4339,469,48.5600000000001,0
4339,470,48.5600000000001,0
4613,471,49.208,0
4613,472,49.208,0
4613,473,49.208,0
4613,474,49.208,0
4507,475,50.288,0
4452,476,51.1520000000001,0
4636,477,51.89,0
4810,478,52.106,0
5125,479,51.764,0
4337,480,49.982,0
3644,481,46.85,0
3107,482,45.1760000000001,0
2929,483,43.466,0
2865,484,42.2600000000001,0
2340,485,40.946,0
1372,486,40.622,0
1928,487,37.0040000000001,0
1928,488,37.0040000000001,0
4695,489,51.692,0
4335,490,49.0100000000001,0
1583,491,47.4260000000001,0
959,492,46.598,0
498,493,46.6520000000001,0
306,494,46.148,0
259,495,45.356,0
324,496,45.3020000000001,0
806,497,43.196,0
2622,498,42.8540000000001,0
5456,499,42.6200000000001,0
4324,500,49.19,0
4378,501,55.4360000000001,0
4639,502,59.8280000000001,0
4546,503,63.392,0
5006,504,66.308,0
5361,505,68.738,0
6101,506,68.504,0
5781,507,68.45,0
4272,508,64.9760000000001,0
3091,509,60.8360000000001,0
2434,510,57.434,0
1984,511,55.3100000000001,0
1383,512,54.14,0
959,513,53.924,0
511,514,53.456,0
346,515,52.574,0
253,516,51.314,0
349,517,50.7200000000001,0
807,518,49.4600000000001,0
2669,519,48.6860000000001,0
5210,520,48.164,0
6083,521,47.6600000000001,0
5790,522,47.6600000000001,0
5484,523,49.856,0
4407,524,52.484,0
4725,525,54.4100000000001,0
4826,526,56.264,0
4945,527,56.48,0
5065,528,58.6760000000001,0
5618,529,59.7020000000001,0
6094,530,60.0260000000001,0
5844,531,59.684,0
4649,532,59.0180000000001,0
3180,533,57.992,0
2963,534,57.308,0
2450,535,55.6520000000001,0
1613,536,54.59,0
1021,537,54.4280000000001,0
580,538,53.9960000000001,0
580,539,53.9960000000001,0
298,540,54.248,0
261,541,54.4100000000001,0
408,542,55.1120000000001,0
408,543,55.1120000000001,0
793,544,55.022,0
793,545,55.022,0
2643,546,55.0760000000001,0
2643,547,55.0760000000001,0
2643,548,55.0760000000001,0
5593,549,54.6440000000001,0
5593,550,54.6440000000001,0
5593,551,54.6440000000001,0
5593,552,54.6440000000001,0
5722,553,54.23,0
5722,554,54.23,0
5607,555,54.3200000000001,0
5607,556,54.3200000000001,0
5607,557,54.3200000000001,0
5607,558,54.3200000000001,0
5492,559,55.0040000000001,0
5492,560,55.0040000000001,0
5492,561,55.0040000000001,0
4542,562,55.742,0
4720,563,56.606,0
4720,564,56.606,0
4982,565,59.3780000000001,0
4982,566,59.3780000000001,0
4982,567,59.3780000000001,0
5032,568,60.674,0
5032,569,60.674,0
5032,570,60.674,0
5212,571,62.114,0
5212,572,62.114,0
5661,573,62.7620000000001,0
5661,574,62.7620000000001,0
5661,575,62.7620000000001,0
5812,576,62.348,0
5855,577,61.6460000000001,0
5855,578,61.6460000000001,0
4416,579,61.6280000000001,0
4416,580,61.6280000000001,0
3118,581,60.638,0
2877,582,59.342,0
2877,583,59.342,0
2498,584,57.038,0
1701,585,57.6680000000001,0
1028,586,57.866,0
578,587,58.388,0
354,588,57.4520000000001,0
272,589,57.3440000000001,0
370,590,55.922,0
809,591,53.906,0
809,592,53.906,0
2641,593,54.1040000000001,0
4957,594,54.284,0
6036,595,53.69,0
6036,596,53.69,0
5309,597,53.366,0
4438,598,55.9040000000001,0
4723,599,57.5780000000001,0
4879,600,58.0100000000001,0
5062,601,57.4520000000001,0
5450,602,55.8680000000001,0
5450,603,55.8680000000001,0
5450,604,55.8680000000001,0
5450,605,55.8680000000001,0
5888,606,54.7700000000001,0
5888,607,54.7700000000001,0
5888,608,54.7700000000001,0
5888,609,54.7700000000001,0
5888,610,54.7700000000001,0
6473,611,53.8520000000001,0
6473,612,53.8520000000001,0
6473,613,53.8520000000001,0
6488,614,52.916,0
6488,615,52.916,0
6488,616,52.916,0
5351,617,52.0520000000001,0
5351,618,52.0520000000001,0
5351,619,52.0520000000001,0
5351,620,52.0520000000001,0
3500,621,51.1520000000001,0
3500,622,51.1520000000001,0
3500,623,51.1520000000001,0
2856,624,50.522,0
2856,625,50.522,0
2856,626,50.522,0
2587,627,50.1260000000001,0
2587,628,50.1260000000001,0
2587,629,50.1260000000001,0
1979,630,49.406,0
1284,631,48.164,0
665,632,46.2200000000001,0
665,633,46.2200000000001,0
665,634,46.2200000000001,0
432,635,45.122,0
432,636,45.122,0
326,637,44.456,0
326,638,44.456,0
326,639,44.456,0
380,640,43.5020000000001,0
380,641,43.5020000000001,0
380,642,43.5020000000001,0
380,643,43.5020000000001,0
705,644,42.4040000000001,0
705,645,42.4040000000001,0
705,646,42.4040000000001,0
705,647,42.4040000000001,0
705,648,42.4040000000001,0
2430,649,41.216,0
2430,650,41.216,0
2430,651,41.216,0
2430,652,41.216,0
5426,653,40.856,0
5426,654,40.856,0
5426,655,40.856,0
6499,656,39.884,0
6499,657,39.884,0
5856,658,37.5440000000001,0
5856,659,37.5440000000001,0
5856,660,37.5440000000001,0
5234,661,36.5180000000001,0
5234,662,36.5180000000001,0
5234,663,36.5180000000001,0
4695,664,35.366,0
4695,665,35.366,0
4695,666,35.366,0
4695,667,35.366,0
5341,668,35.384,0
5341,669,35.384,0
5341,670,35.384,0
5341,671,35.384,0
5943,672,34.43,0
5943,673,34.43,0
5874,674,35.348,0
5879,675,36.014,0
5879,676,36.014,0
6060,677,36.8600000000001,0
6348,678,38.138,0
5955,679,38.39,0
5341,680,38.408,0
4144,681,37.9040000000001,0
3249,682,37.5440000000001,0
3017,683,37.1120000000001,0
2765,684,37.634,0
1894,685,37.634,0
1159,686,37.148,0
822,687,35.9780000000001,0
641,688,35.2040000000001,0
411,689,34.034,0
468,690,33.548,0
723,691,33.008,0
1415,692,32.5040000000001,0
2191,693,32.9,0
3185,694,34.574,0
4076,695,36.032,0
4522,696,36.122,0
6012,697,37.3280000000001,0
5975,698,37.9940000000001,0
5307,699,38.03,0
4678,700,38.138,0
4405,701,38.2280000000001,0
4403,702,38.75,0
4311,703,38.2280000000001,0
4198,704,37.742,0
3475,705,37.058,0
3078,706,36.4100000000001,0
2931,707,35.0780000000001,0
2941,708,33.6200000000001,0
2240,709,32.846,0
1564,710,32.666,0
795,711,32.7020000000001,0
447,712,32.864,0
443,713,32.864,0
330,714,32.1260000000001,0
453,715,31.28,0
755,716,30.2180000000001,0
953,717,28.238,0
1650,718,27.5540000000001,0
2442,719,31.0100000000001,0
3230,720,33.638,0
3575,721,36.788,0
4139,722,39.9020000000001,0
3892,723,41.7020000000001,0
3989,724,42.4760000000001,0
4294,725,42.3680000000001,0
4521,726,42.188,0
4280,727,41.216,0
3945,728,38.3360000000001,0
3169,729,36.8780000000001,0
2772,730,34.0520000000001,0
2213,731,32.3960000000001,0
1570,732,31.316,0
1065,733,29.948,0
530,734,29.534,0
331,735,28.8680000000001,0
270,736,28.958,0
316,737,29.498,0
799,738,30.3620000000001,0
2513,739,29.8940000000001,0
5503,740,29.084,0
6642,741,28.958,0
6195,742,29.39,0
5246,743,32.198,0
4460,744,35.15,0
4580,745,37.724,0
4771,746,39.974,0
4836,747,41.63,0
5138,748,43.0700000000001,0
5606,749,44.132,0
6120,750,44.5280000000001,0
5985,751,44.006,0
4418,752,41.972,0
3089,753,40.28,0
2636,754,38.516,0
2117,755,38.2280000000001,0
1437,756,37.238,0
920,757,35.7260000000001,0
600,758,34.88,0
393,759,33.9620000000001,0
298,760,32.5760000000001,0
352,761,32.63,0
762,762,32,0
2519,763,31.73,0
5478,764,31.172,0
6728,765,31.874,0
5972,766,33.3680000000001,0
5280,767,35.006,0
4626,768,37.4180000000001,0
4947,769,40.172,0
5125,770,41.5760000000001,0
5130,771,42.7460000000001,0
5394,772,43.034,0
5837,773,44.672,0
6222,774,45.23,0
5992,775,44.8700000000001,0
4578,776,43.574,0
3246,777,42.134,0
2834,778,41.63,0
2578,779,38.8040000000001,0
1979,780,37.184,0
1326,781,35.348,0
541,782,33.296,0
346,783,31.7120000000001,0
265,784,30.6680000000001,0
338,785,30.488,0
765,786,30.632,0
2611,787,29.4440000000001,0
5577,788,29.1020000000001,0
6908,789,28.346,0
6079,790,28.4360000000001,0
5309,791,31.9280000000001,0
4567,792,37.148,0
4804,793,41.216,0
5041,794,44.042,0
5051,795,45.5540000000001,0
5274,796,46.5260000000001,0
5936,797,47.5700000000001,0
6128,798,48.29,0
5821,799,46.9940000000001,0
4040,800,44.33,0
2711,801,41.5940000000001,0
2690,802,38.6780000000001,0
2539,803,36.14,0
1925,804,33.6200000000001,0
1471,805,31.28,0
716,806,29.4440000000001,0
453,807,27.9680000000001,0
324,808,26.6,0
390,809,25.7540000000001,0
775,810,25.322,0
2572,811,24.458,0
5595,812,23.8280000000001,0
6852,813,24.0620000000001,0
5892,814,23.54,0
5327,815,27.95,0
4756,816,32.54,0
5073,817,36.95,0
5286,818,41.99,0
5189,819,44.78,0
5495,820,47.3360000000001,0
5713,821,49.784,0
6317,822,49.964,0
6306,823,49.8020000000001,0
4867,824,46.6700000000001,0
3501,825,44.042,0
3110,826,42.314,0
2727,827,41.648,0
1825,828,42.998,0
1222,829,42.908,0
611,830,42.2600000000001,0
441,831,39.992,0
331,832,38.948,0
365,833,39.2,0
708,834,40.55,0
2379,835,41.288,0
5236,836,41.864,0
6509,837,41.1260000000001,0
5723,838,39.974,0
5239,839,40.766,0
4723,840,41.3960000000001,0
5330,841,42.134,0
5403,842,42.134,0
5446,843,43.592,0
5669,844,43.682,0
6093,845,44.33,0
6323,846,43.898,0
5856,847,42.35,0
4987,848,39.038,0
3681,849,35.8520000000001,0
2902,850,35.2940000000001,0
2929,851,32.288,0
2728,852,31.316,0
1693,853,30.038,0
1166,854,29.948,0
724,855,29.5700000000001,0
568,856,28.6700000000001,0
343,857,27.0680000000001,0
383,858,26.15,0
703,859,25.538,0
1229,860,25.232,0
2057,861,24.9620000000001,0
3246,862,24.5120000000001,0
4390,863,28.9760000000001,0
4573,864,31.4600000000001,0
4269,865,33.4040000000001,0
4833,866,35.0600000000001,0
4442,867,36.1040000000001,0
4397,868,36.6440000000001,0
4314,869,36.95,0
4413,870,37.6520000000001,0
4125,871,37.8680000000001,0
4004,872,37.6520000000001,0
3404,873,37.364,0
2777,874,37.0040000000001,0
2579,875,37.0040000000001,0
2552,876,36.5360000000001,0
1952,877,36.374,0
2125,878,36.5360000000001,0
730,879,36.4100000000001,0
730,880,36.716,0
345,881,36.0860000000001,0
223,882,36.1760000000001,0
488,883,35.924,0
710,884,35.474,0
1165,885,35.474,0
2067,886,35.492,0
2067,887,35.492,0
2911,888,36.122,0
3527,889,37.3100000000001,0
3765,890,37.94,0
4063,891,38.498,0
4043,892,39.1280000000001,0
4200,893,40.964,0
4105,894,41.522,0
4015,895,41.522,0
3620,896,40.892,0
3652,897,40.2260000000001,0
2837,898,39.6680000000001,0
2446,899,39.29,0
1950,900,39.038,0
1451,901,38.39,0
999,902,38.1020000000001,0
1720,903,37.256,0
1299,904,36.5360000000001,0
304,905,35.2760000000001,0
412,906,35.0780000000001,0
753,907,32.54,0
2562,908,31.1180000000001,0
5658,909,30.2540000000001,0
6877,910,30.506,0
5981,911,31.172,0
4999,912,33.998,0
4408,913,37.1120000000001,0
4575,914,39.5600000000001,0
4710,915,40.424,0
4648,916,41.5760000000001,0
4968,917,42.008,0
6124,918,45.338,0
6134,919,45.338,0
4265,920,42.998,0
2415,921,45.338,0
1963,922,45.338,0
1454,923,45.338,0
938,924,45.338,0
537,925,45.338,0
313,926,34.2680000000001,0
256,927,34.2680000000001,0
356,928,34.2680000000001,0
788,929,34.2680000000001,0
2565,930,34.2680000000001,0
5330,931,34.2680000000001,0
6181,932,35.1680000000001,0
6182,933,35.1680000000001,0
5720,934,35.1680000000001,0
4612,935,35.1680000000001,0
4666,936,39.1460000000001,0
5022,937,40.8020000000001,0
5490,938,41.072,0
5973,939,41.414,0
6201,940,41.792,0
5453,941,41.9,0
3921,942,42.0620000000001,0
3921,943,42.0620000000001,0
2835,944,42.296,0
2835,945,42.296,0
2450,946,42.566,0
2450,947,42.566,0
2078,948,42.242,0
2078,949,42.242,0
2078,950,42.242,0
1671,951,41.738,0
1671,952,41.738,0
1671,953,41.738,0
1472,954,41.63,0
1472,955,41.63,0
792,956,40.784,0
792,957,40.784,0
792,958,40.784,0
811,959,39.434,0
811,960,39.434,0
671,961,39.038,0
671,962,39.038,0
671,963,39.038,0
671,964,39.038,0
474,965,38.624,0
474,966,38.624,0
474,967,38.624,0
790,968,39.2,0
790,969,39.2,0
2619,970,39.956,0
2619,971,39.956,0
5788,972,39.848,0
5788,973,39.848,0
5788,974,39.848,0
7088,975,39.6680000000001,0
7088,976,39.6680000000001,0
6264,977,40.1540000000001,0
6264,978,40.1540000000001,0
5230,979,41,0
4567,980,41.4860000000001,0
4769,981,41.8280000000001,0
5011,982,42.782,0
4889,983,42.5120000000001,0
5367,984,42.224,0
5678,985,41.756,0
5678,986,41.756,0
6267,987,41.108,0
6267,988,41.108,0
6267,989,41.108,0
6267,990,41.108,0
6057,991,40.658,0
6057,992,40.658,0
4883,993,39.848,0
2927,994,39.2540000000001,0
2594,995,39.074,0
2347,996,38.8940000000001,0
1544,997,38.8040000000001,0
1219,998,38.498,0
783,999,38.5520000000001,0
357,1000,38.282,0
286,1001,37.8680000000001,0
396,1002,37.706,0
791,1003,37.706,0
2681,1004,37.6520000000001,0
5614,1005,37.6520000000001,0
6834,1006,37.814,0
6280,1007,38.822,0
5460,1008,39.632,0
4670,1009,41.288,0
5071,1010,42.008,0
5246,1011,44.0780000000001,0
5039,1012,44.2760000000001,0
5411,1013,45.284,0
5866,1014,45.356,0
6556,1015,44.8700000000001,0
6204,1016,43.9520000000001,0
4688,1017,42.3680000000001,0
3326,1018,40.3520000000001,0
3229,1019,38.93,0
2790,1020,38.066,0
1946,1021,37.58,0
1181,1022,37.3100000000001,0
649,1023,37.3100000000001,0
422,1024,36.9680000000001,0
340,1025,36.572,0
365,1026,36.05,0
683,1027,36.122,0
2471,1028,35.9600000000001,0
5538,1029,36.05,0
6880,1030,36.05,0
5906,1031,36.932,0
5234,1032,39.056,0
4719,1033,41.9180000000001,0
5304,1034,48.2180000000001,0
5487,1035,48.8120000000001,0
5532,1036,51.908,0
5816,1037,52.556,0
5958,1038,52.682,0
6455,1039,51.7280000000001,0
6154,1040,48.038,0
5330,1041,43.9700000000001,0
3540,1042,41.7020000000001,0
3193,1043,40.892,0
2948,1044,40.514,0
2496,1045,39.5780000000001,0
1707,1046,39.38,0
1090,1047,38.282,0
735,1048,37.0940000000001,0
537,1049,36.6440000000001,0
371,1050,36.464,0
397,1051,35.8520000000001,0
696,1052,35.78,0
1301,1053,35.5100000000001,0
1932,1054,35.7440000000001,0
2952,1055,37.292,0
3529,1056,40.4780000000001,0
3837,1057,44.4200000000001,0
4338,1058,47.48,0
4762,1059,50,0
4367,1060,51.5120000000001,0
4369,1061,51.584,0
4536,1062,51.4940000000001,0
4520,1063,49.73,0
4677,1064,46.958,0
4025,1065,45.608,0
3128,1066,44.7620000000001,0
2905,1067,44.6540000000001,0
2853,1068,44.474,0
3288,1069,44.7440000000001,0
2239,1070,44.924,0
1381,1071,44.816,0
922,1072,44.096,0
922,1073,44.096,0
922,1074,44.096,0
922,1075,44.096,0
626,1076,44.348,0
626,1077,44.348,0
626,1078,44.348,0
331,1079,44.798,0
331,1080,44.798,0
331,1081,44.798,0
331,1082,44.798,0
304,1083,44.5100000000001,0
304,1084,44.5100000000001,0
304,1085,44.5100000000001,0
304,1086,44.5100000000001,0
304,1087,44.5100000000001,0
462,1088,44.15,0
462,1089,44.15,0
462,1090,44.15,0
793,1091,43.9520000000001,0
793,1092,43.9520000000001,0
793,1093,43.9520000000001,0
793,1094,43.9520000000001,0
1120,1095,44.24,0
1120,1096,44.24,0
1120,1097,44.24,0
1797,1098,44.1680000000001,0
1797,1099,44.1680000000001,0
2687,1100,45.1040000000001,0
2687,1101,45.1040000000001,0
2687,1102,45.1040000000001,0
2687,1103,45.1040000000001,0
