"traffic_volume","temp_l1","holiday","t"
2110,38.5520000000001,0,123
1555,36.6440000000001,0,124
959,35.114,0,125
455,33.3860000000001,1,126
336,31.874,0,127
265,31.046,0,128
314,29.534,0,129
779,28.2200000000001,0,130
2571,27.464,0,131
5563,26.924,0,132
6676,25.6280000000001,0,133
5966,26.348,0,134
4832,28.5440000000001,0,135
4395,33.008,0,136
4411,38.516,0,137
4648,43.3760000000001,0,138
4602,44.042,0,139
5125,48.542,0,140
5502,49.622,0,141
5979,50.5940000000001,0,142
5663,52.124,0,143
4259,52.3940000000001,0,144
3069,51.9440000000001,0,145
2378,47.9120000000001,0,146
2030,43.988,0,147
1400,43.1600000000001,0,148
917,42.35,0,149
515,41.558,0,150
302,40.334,0,151
251,39.416,0,152
798,39.7760000000001,0,153
2678,38.8760000000001,0,154
5733,38.066,0,155
6449,38.2100000000001,0,156
5765,39.488,0,157
5599,41.414,0,158
4534,43.1600000000001,0,159
4691,46.796,0,160
5067,49.9280000000001,0,161
5030,51.674,0,162
5300,53.582,0,163
5777,55.7600000000001,0,164
6349,57.3440000000001,0,165
6127,59.684,0,166
4460,62.9960000000001,0,167
3418,62.564,0,168
2775,60.2780000000001,0,169
2306,57.5780000000001,0,170
1846,53.5280000000001,0,171
947,50.558,0,172
494,48.74,0,173
332,47.714,0,174
261,47.534,0,175
361,46.292,0,176
5875,46.4360000000001,0,177
6793,46.58,0,178
6793,46.58,0,179
6283,46.58,0,180
6283,44.5100000000001,0,181
5680,44.5100000000001,0,182
5680,43.6280000000001,0,183
4632,43.6280000000001,0,184
4887,43.7360000000001,0,185
5030,44.672,0,186
5067,48.092,0,187
5227,48.398,0,188
5610,48.0200000000001,0,189
6286,47.192,0,190
4775,46.5440000000001,0,191
3340,49.0100000000001,0,192
3013,49.0100000000001,0,193
2603,49.0100000000001,0,194
1910,49.0100000000001,0,195
1037,49.0100000000001,0,196
347,49.0100000000001,0,197
350,33.35,0,198
850,34.25,0,199
2791,33.6200000000001,0,200
5809,33.008,0,201
6798,31.1180000000001,0,202
6304,31.1,0,203
5291,30.866,0,204
4638,35.672,0,205
5557,35.942,0,206
5818,51.7100000000001,0,207
6272,51.7100000000001,0,208
5944,51.134,0,209
4949,50.666,0,210
3511,50.306,0,211
3039,48.038,0,212
2679,47.84,0,213
2094,47.588,0,214
1284,48.2180000000001,0,215
630,48.884,0,216
410,51.3680000000001,0,217
331,52.682,0,218
372,52.6280000000001,0,219
739,50.0540000000001,0,220
2561,48.398,0,221
5586,45.716,0,222
6992,41.684,0,223
5860,40.082,0,224
5230,40.55,0,225
4864,41.0540000000001,0,226
5146,43.0520000000001,0,227
5526,45.14,0,228
5383,46.04,0,229
5758,47.4620000000001,0,230
5889,47.642,0,231
6057,48.74,0,232
6028,48.29,0,233
5257,47.1020000000001,0,234
1897,44.708,0,235
1335,48.29,0,236
769,30.974,0,237
570,30.038,0,238
413,28.1120000000001,0,239
399,26.8520000000001,0,240
740,25.3940000000001,0,241
1420,25.016,0,242
2220,24.3680000000001,0,243
3479,24.4940000000001,0,244
4546,24.9440000000001,0,245
4579,31.0280000000001,0,246
4438,38.534,0,247
4623,42.9260000000001,0,248
4440,44.9600000000001,0,249
4495,47.588,0,250
4483,49.8200000000001,0,251
4591,51.458,0,252
4477,52.484,0,253
4221,52.322,0,254
3672,50.882,0,255
3015,47.6600000000001,0,256
2769,46.814,0,257
2875,47.642,0,258
1931,48.3440000000001,0,259
1309,48.2540000000001,0,260
870,48.8120000000001,0,261
654,48.9020000000001,0,262
364,48.974,0,263
262,48.3440000000001,0,264
505,48.074,0,265
861,48.3440000000001,0,266
1132,48.3620000000001,0,267
1797,48.3620000000001,0,268
2685,48.3620000000001,0,269
2685,48.7040000000001,0,270
2685,48.7040000000001,0,271
3370,48.7040000000001,0,272
3370,48.524,0,273
3662,48.524,0,274
3662,49.406,0,275
4076,49.406,0,276
4076,50.324,0,277
4076,50.324,0,278
4128,50.324,0,279
4128,51.08,0,280
4128,51.08,0,281
4358,51.08,0,282
4358,51.692,0,283
4358,51.692,0,284
4342,51.692,0,285
4342,52.5200000000001,0,286
4234,52.5200000000001,0,287
4271,52.7540000000001,0,288
4271,52.682,0,289
4080,52.682,0,290
3453,52.25,0,291
2718,51.8360000000001,0,292
2439,51.584,0,293
1819,50.774,0,294
1002,49.8020000000001,0,295
1002,47.84,0,296
542,47.84,0,297
542,47.2280000000001,0,298
303,47.2280000000001,0,299
239,47.156,0,300
335,46.8860000000001,0,301
335,46.6520000000001,0,302
810,46.6520000000001,0,303
810,46.166,0,304
2606,46.166,0,305
2606,45.806,0,306
5714,45.806,0,307
6798,45.032,0,308
6114,44.672,0,309
5094,44.006,0,310
4473,43.88,0,311
4529,44.456,0,312
4823,44.906,0,313
4872,47.4260000000001,0,314
5238,51.548,0,315
5584,54.914,0,316
6246,56.696,0,317
5957,58.0100000000001,0,318
4535,57.416,0,319
3234,55.4540000000001,0,320
2677,53.69,0,321
2077,52.7540000000001,0,322
1380,52.4120000000001,0,323
927,50.7020000000001,0,324
500,48.524,0,325
324,46.508,0,326
257,44.096,0,327
354,42.4040000000001,0,328
769,40.5680000000001,0,329
2769,39.308,0,330
5789,38.2280000000001,0,331
7055,37.3280000000001,0,332
6408,34.988,0,333
5254,35.3120000000001,0,334
4547,40.5680000000001,0,335
4784,45.608,0,336
5015,51.2600000000001,0,337
5057,55.148,0,338
5430,55.688,0,339
5813,59,0,340
6496,60.8,0,341
6429,60.5120000000001,0,342
5142,60.2780000000001,0,343
3311,59.0180000000001,0,344
2777,57.434,0,345
2331,57.0020000000001,0,346
1767,56.75,0,347
1093,57.092,0,348
554,57.092,0,349
333,56.732,0,350
267,56.8040000000001,0,351
358,56.8040000000001,0,352
777,57.056,0,353
2732,56.138,0,354
5637,54.9680000000001,0,355
5564,53.8520000000001,0,356
6274,53.1860000000001,0,357
5403,53.9600000000001,0,358
5403,54.6260000000001,0,359
4680,54.6260000000001,0,360
4642,57.092,0,361
4979,59.288,0,362
4851,59.8280000000001,0,363
4291,62.906,0,364
4714,64.7780000000001,0,365
6723,65.948,0,366
6180,67.0280000000001,0,367
4843,67.1,0,368
3435,63.266,0,369
2921,59.3600000000001,0,370
2763,56.4260000000001,0,371
1930,54.2120000000001,0,372
1160,51.9260000000001,0,373
654,51.1700000000001,0,374
374,51.0260000000001,0,375
301,49.3700000000001,0,376
397,48.506,0,377
794,48.614,0,378
2564,49.298,0,379
5358,49.514,0,380
6441,51.8540000000001,0,381
5536,52.772,0,382
5256,53.33,0,383
4619,56.75,0,384
5107,59.3600000000001,0,385
5147,61.592,0,386
5283,59.216,0,387
5704,55.8680000000001,0,388
5887,55.058,0,389
6307,57.0020000000001,0,390
5953,57.2540000000001,0,391
4519,56.822,0,392
3427,55.148,0,393
2921,52.7360000000001,0,394
2649,50.522,0,395
2005,48.848,0,396
1177,47.75,0,397
699,47.6600000000001,0,398
436,46.634,0,399
353,46.0760000000001,0,400
353,45.122,0,401
399,45.122,0,402
720,44.366,0,403
720,43.9520000000001,0,404
720,43.9520000000001,0,405
720,43.9520000000001,0,406
2370,43.9520000000001,0,407
2370,43.8620000000001,0,408
5162,43.8620000000001,0,409
5162,43.7,0,410
5162,43.7,0,411
5777,43.7,0,412
5777,43.34,0,413
5235,43.34,0,414
5235,42.9260000000001,0,415
5235,42.9260000000001,0,416
4606,42.9260000000001,0,417
4606,43.1600000000001,0,418
4328,43.1600000000001,0,419
4282,44.1860000000001,0,420
4489,45.122,0,421
4908,46.13,0,422
5620,47.048,0,423
5849,47.8040000000001,0,424
5849,47.822,0,425
4945,47.822,0,426
4619,48.416,0,427
4479,48.6680000000001,0,428
3804,48.308,0,429
2908,47.372,0,430
2942,46.598,0,431
3077,45.5180000000001,0,432
3077,45.1040000000001,0,433
2051,45.1040000000001,0,434
2051,44.5100000000001,0,435
2051,44.5100000000001,0,436
1270,44.5100000000001,0,437
1270,44.438,0,438
773,44.438,0,439
773,44.834,0,440
589,44.834,0,441
432,45.014,0,442
432,45.446,0,443
401,45.446,0,444
401,45.9680000000001,0,445
401,45.9680000000001,0,446
759,45.9680000000001,0,447
759,46.058,0,448
759,46.058,0,449
1313,46.058,0,450
1313,46.364,0,451
1313,46.364,0,452
1824,46.364,0,453
1824,46.634,0,454
1824,46.634,0,455
2787,46.634,0,456
2787,46.472,0,457
2787,46.472,0,458
3713,46.472,0,459
3713,47.39,0,460
3713,47.39,0,461
3713,47.39,0,462
3815,47.39,0,463
3815,47.966,0,464
3815,47.966,0,465
3815,47.966,0,466
4339,47.966,0,467
4339,48.5600000000001,0,468
4339,48.5600000000001,0,469
4613,48.5600000000001,0,470
4613,49.208,0,471
4613,49.208,0,472
4613,49.208,0,473
4507,49.208,0,474
4452,50.288,0,475
4636,51.1520000000001,0,476
4810,51.89,0,477
5125,52.106,0,478
4337,51.764,0,479
3644,49.982,0,480
3107,46.85,0,481
2929,45.1760000000001,0,482
2865,43.466,0,483
2340,42.2600000000001,0,484
1372,40.946,0,485
1928,40.622,0,486
1928,37.0040000000001,0,487
4695,37.0040000000001,0,488
4335,51.692,0,489
1583,49.0100000000001,0,490
959,47.4260000000001,0,491
498,46.598,0,492
306,46.6520000000001,0,493
259,46.148,0,494
324,45.356,0,495
806,45.3020000000001,0,496
2622,43.196,0,497
5456,42.8540000000001,0,498
4324,42.6200000000001,0,499
4378,49.19,0,500
4639,55.4360000000001,0,501
4546,59.8280000000001,0,502
5006,63.392,0,503
5361,66.308,0,504
6101,68.738,0,505
5781,68.504,0,506
4272,68.45,0,507
3091,64.9760000000001,0,508
2434,60.8360000000001,0,509
1984,57.434,0,510
1383,55.3100000000001,0,511
959,54.14,0,512
511,53.924,0,513
346,53.456,0,514
253,52.574,0,515
349,51.314,0,516
807,50.7200000000001,0,517
2669,49.4600000000001,0,518
5210,48.6860000000001,0,519
6083,48.164,0,520
5790,47.6600000000001,0,521
5484,47.6600000000001,0,522
4407,49.856,0,523
4725,52.484,0,524
4826,54.4100000000001,0,525
4945,56.264,0,526
5065,56.48,0,527
5618,58.6760000000001,0,528
6094,59.7020000000001,0,529
5844,60.0260000000001,0,530
4649,59.684,0,531
3180,59.0180000000001,0,532
2963,57.992,0,533
2450,57.308,0,534
1613,55.6520000000001,0,535
1021,54.59,0,536
580,54.4280000000001,0,537
580,53.9960000000001,0,538
298,53.9960000000001,0,539
261,54.248,0,540
408,54.4100000000001,0,541
408,55.1120000000001,0,542
793,55.1120000000001,0,543
793,55.022,0,544
2643,55.022,0,545
2643,55.0760000000001,0,546
2643,55.0760000000001,0,547
5593,55.0760000000001,0,548
5593,54.6440000000001,0,549
5593,54.6440000000001,0,550
5593,54.6440000000001,0,551
5722,54.6440000000001,0,552
5722,54.23,0,553
5607,54.23,0,554
5607,54.3200000000001,0,555
5607,54.3200000000001,0,556
5607,54.3200000000001,0,557
5492,54.3200000000001,0,558
5492,55.0040000000001,0,559
5492,55.0040000000001,0,560
4542,55.0040000000001,0,561
4720,55.742,0,562
4720,56.606,0,563
4982,56.606,0,564
4982,59.3780000000001,0,565
4982,59.3780000000001,0,566
5032,59.3780000000001,0,567
5032,60.674,0,568
5032,60.674,0,569
5212,60.674,0,570
5212,62.114,0,571
5661,62.114,0,572
5661,62.7620000000001,0,573
5661,62.7620000000001,0,574
5812,62.7620000000001,0,575
5855,62.348,0,576
5855,61.6460000000001,0,577
4416,61.6460000000001,0,578
4416,61.6280000000001,0,579
3118,61.6280000000001,0,580
2877,60.638,0,581
2877,59.342,0,582
2498,59.342,0,583
1701,57.038,0,584
1028,57.6680000000001,0,585
578,57.866,0,586
354,58.388,0,587
272,57.4520000000001,0,588
370,57.3440000000001,0,589
809,55.922,0,590
809,53.906,0,591
2641,53.906,0,592
4957,54.1040000000001,0,593
6036,54.284,0,594
6036,53.69,0,595
5309,53.69,0,596
4438,53.366,0,597
4723,55.9040000000001,0,598
4879,57.5780000000001,0,599
5062,58.0100000000001,0,600
5450,57.4520000000001,0,601
5450,55.8680000000001,0,602
5450,55.8680000000001,0,603
5450,55.8680000000001,0,604
5888,55.8680000000001,0,605
5888,54.7700000000001,0,606
5888,54.7700000000001,0,607
5888,54.7700000000001,0,608
5888,54.7700000000001,0,609
6473,54.7700000000001,0,610
6473,53.8520000000001,0,611
6473,53.8520000000001,0,612
6488,53.8520000000001,0,613
6488,52.916,0,614
6488,52.916,0,615
5351,52.916,0,616
5351,52.0520000000001,0,617
5351,52.0520000000001,0,618
5351,52.0520000000001,0,619
3500,52.0520000000001,0,620
3500,51.1520000000001,0,621
3500,51.1520000000001,0,622
2856,51.1520000000001,0,623
2856,50.522,0,624
2856,50.522,0,625
2587,50.522,0,626
2587,50.1260000000001,0,627
2587,50.1260000000001,0,628
1979,50.1260000000001,0,629
1284,49.406,0,630
665,48.164,0,631
665,46.2200000000001,0,632
665,46.2200000000001,0,633
432,46.2200000000001,0,634
432,45.122,0,635
326,45.122,0,636
326,44.456,0,637
326,44.456,0,638
380,44.456,0,639
380,43.5020000000001,0,640
380,43.5020000000001,0,641
380,43.5020000000001,0,642
705,43.5020000000001,0,643
705,42.4040000000001,0,644
705,42.4040000000001,0,645
705,42.4040000000001,0,646
705,42.4040000000001,0,647
2430,42.4040000000001,0,648
2430,41.216,0,649
2430,41.216,0,650
2430,41.216,0,651
5426,41.216,0,652
5426,40.856,0,653
5426,40.856,0,654
6499,40.856,0,655
6499,39.884,0,656
5856,39.884,0,657
5856,37.5440000000001,0,658
5856,37.5440000000001,0,659
5234,37.5440000000001,0,660
5234,36.5180000000001,0,661
5234,36.5180000000001,0,662
4695,36.5180000000001,0,663
4695,35.366,0,664
4695,35.366,0,665
4695,35.366,0,666
5341,35.366,0,667
5341,35.384,0,668
5341,35.384,0,669
5341,35.384,0,670
5943,35.384,0,671
5943,34.43,0,672
5874,34.43,0,673
5879,35.348,0,674
5879,36.014,0,675
6060,36.014,0,676
6348,36.8600000000001,0,677
5955,38.138,0,678
5341,38.39,0,679
4144,38.408,0,680
3249,37.9040000000001,0,681
3017,37.5440000000001,0,682
2765,37.1120000000001,0,683
1894,37.634,0,684
1159,37.634,0,685
822,37.148,0,686
641,35.9780000000001,0,687
411,35.2040000000001,0,688
468,34.034,0,689
723,33.548,0,690
1415,33.008,0,691
2191,32.5040000000001,0,692
3185,32.9,0,693
4076,34.574,0,694
4522,36.032,0,695
6012,36.122,0,696
5975,37.3280000000001,0,697
5307,37.9940000000001,0,698
4678,38.03,0,699
4405,38.138,0,700
4403,38.2280000000001,0,701
4311,38.75,0,702
4198,38.2280000000001,0,703
3475,37.742,0,704
3078,37.058,0,705
2931,36.4100000000001,0,706
2941,35.0780000000001,0,707
2240,33.6200000000001,0,708
1564,32.846,0,709
795,32.666,0,710
447,32.7020000000001,0,711
443,32.864,0,712
330,32.864,0,713
453,32.1260000000001,0,714
755,31.28,0,715
953,30.2180000000001,0,716
1650,28.238,0,717
2442,27.5540000000001,0,718
3230,31.0100000000001,0,719
3575,33.638,0,720
4139,36.788,0,721
3892,39.9020000000001,0,722
3989,41.7020000000001,0,723
4294,42.4760000000001,0,724
4521,42.3680000000001,0,725
4280,42.188,0,726
3945,41.216,0,727
3169,38.3360000000001,0,728
2772,36.8780000000001,0,729
2213,34.0520000000001,0,730
1570,32.3960000000001,0,731
1065,31.316,0,732
530,29.948,0,733
331,29.534,0,734
270,28.8680000000001,0,735
316,28.958,0,736
799,29.498,0,737
2513,30.3620000000001,0,738
5503,29.8940000000001,0,739
6642,29.084,0,740
6195,28.958,0,741
5246,29.39,0,742
4460,32.198,0,743
4580,35.15,0,744
4771,37.724,0,745
4836,39.974,0,746
5138,41.63,0,747
5606,43.0700000000001,0,748
6120,44.132,0,749
5985,44.5280000000001,0,750
4418,44.006,0,751
3089,41.972,0,752
2636,40.28,0,753
2117,38.516,0,754
1437,38.2280000000001,0,755
920,37.238,0,756
600,35.7260000000001,0,757
393,34.88,0,758
298,33.9620000000001,0,759
352,32.5760000000001,0,760
762,32.63,0,761
2519,32,0,762
5478,31.73,0,763
6728,31.172,0,764
5972,31.874,0,765
5280,33.3680000000001,0,766
4626,35.006,0,767
4947,37.4180000000001,0,768
5125,40.172,0,769
5130,41.5760000000001,0,770
5394,42.7460000000001,0,771
5837,43.034,0,772
6222,44.672,0,773
5992,45.23,0,774
4578,44.8700000000001,0,775
3246,43.574,0,776
2834,42.134,0,777
2578,41.63,0,778
1979,38.8040000000001,0,779
1326,37.184,0,780
541,35.348,0,781
346,33.296,0,782
265,31.7120000000001,0,783
338,30.6680000000001,0,784
765,30.488,0,785
2611,30.632,0,786
5577,29.4440000000001,0,787
6908,29.1020000000001,0,788
6079,28.346,0,789
5309,28.4360000000001,0,790
4567,31.9280000000001,0,791
4804,37.148,0,792
5041,41.216,0,793
5051,44.042,0,794
5274,45.5540000000001,0,795
5936,46.5260000000001,0,796
6128,47.5700000000001,0,797
5821,48.29,0,798
4040,46.9940000000001,0,799
2711,44.33,0,800
2690,41.5940000000001,0,801
2539,38.6780000000001,0,802
1925,36.14,0,803
1471,33.6200000000001,0,804
716,31.28,0,805
453,29.4440000000001,0,806
324,27.9680000000001,0,807
390,26.6,0,808
775,25.7540000000001,0,809
2572,25.322,0,810
5595,24.458,0,811
6852,23.8280000000001,0,812
5892,24.0620000000001,0,813
5327,23.54,0,814
4756,27.95,0,815
5073,32.54,0,816
5286,36.95,0,817
5189,41.99,0,818
5495,44.78,0,819
5713,47.3360000000001,0,820
6317,49.784,0,821
6306,49.964,0,822
4867,49.8020000000001,0,823
3501,46.6700000000001,0,824
3110,44.042,0,825
2727,42.314,0,826
1825,41.648,0,827
1222,42.998,0,828
611,42.908,0,829
441,42.2600000000001,0,830
331,39.992,0,831
365,38.948,0,832
708,39.2,0,833
2379,40.55,0,834
5236,41.288,0,835
6509,41.864,0,836
5723,41.1260000000001,0,837
5239,39.974,0,838
4723,40.766,0,839
5330,41.3960000000001,0,840
5403,42.134,0,841
5446,42.134,0,842
5669,43.592,0,843
6093,43.682,0,844
6323,44.33,0,845
5856,43.898,0,846
4987,42.35,0,847
3681,39.038,0,848
2902,35.8520000000001,0,849
2929,35.2940000000001,0,850
2728,32.288,0,851
1693,31.316,0,852
1166,30.038,0,853
724,29.948,0,854
568,29.5700000000001,0,855
343,28.6700000000001,0,856
383,27.0680000000001,0,857
703,26.15,0,858
1229,25.538,0,859
2057,25.232,0,860
3246,24.9620000000001,0,861
4390,24.5120000000001,0,862
4573,28.9760000000001,0,863
4269,31.4600000000001,0,864
4833,33.4040000000001,0,865
4442,35.0600000000001,0,866
4397,36.1040000000001,0,867
4314,36.6440000000001,0,868
4413,36.95,0,869
4125,37.6520000000001,0,870
4004,37.8680000000001,0,871
3404,37.6520000000001,0,872
2777,37.364,0,873
2579,37.0040000000001,0,874
2552,37.0040000000001,0,875
1952,36.5360000000001,0,876
2125,36.374,0,877
730,36.5360000000001,0,878
730,36.4100000000001,0,879
345,36.716,0,880
223,36.0860000000001,0,881
488,36.1760000000001,0,882
710,35.924,0,883
1165,35.474,0,884
2067,35.474,0,885
2067,35.492,0,886
2911,35.492,0,887
3527,36.122,0,888
3765,37.3100000000001,0,889
4063,37.94,0,890
4043,38.498,0,891
4200,39.1280000000001,0,892
4105,40.964,0,893
4015,41.522,0,894
3620,41.522,0,895
3652,40.892,0,896
2837,40.2260000000001,0,897
2446,39.6680000000001,0,898
1950,39.29,0,899
1451,39.038,0,900
999,38.39,0,901
1720,38.1020000000001,0,902
1299,37.256,0,903
304,36.5360000000001,0,904
412,35.2760000000001,0,905
753,35.0780000000001,0,906
2562,32.54,0,907
5658,31.1180000000001,0,908
6877,30.2540000000001,0,909
5981,30.506,0,910
4999,31.172,0,911
4408,33.998,0,912
4575,37.1120000000001,0,913
4710,39.5600000000001,0,914
4648,40.424,0,915
4968,41.5760000000001,0,916
6124,42.008,0,917
6134,45.338,0,918
4265,45.338,0,919
2415,42.998,0,920
1963,45.338,0,921
1454,45.338,0,922
938,45.338,0,923
537,45.338,0,924
313,45.338,0,925
256,34.2680000000001,0,926
356,34.2680000000001,0,927
788,34.2680000000001,0,928
2565,34.2680000000001,0,929
5330,34.2680000000001,0,930
6181,34.2680000000001,0,931
6182,35.1680000000001,0,932
5720,35.1680000000001,0,933
4612,35.1680000000001,0,934
4666,35.1680000000001,0,935
5022,39.1460000000001,0,936
5490,40.8020000000001,0,937
5973,41.072,0,938
6201,41.414,0,939
5453,41.792,0,940
3921,41.9,0,941
3921,42.0620000000001,0,942
2835,42.0620000000001,0,943
2835,42.296,0,944
2450,42.296,0,945
2450,42.566,0,946
2078,42.566,0,947
2078,42.242,0,948
2078,42.242,0,949
1671,42.242,0,950
1671,41.738,0,951
1671,41.738,0,952
1472,41.738,0,953
1472,41.63,0,954
792,41.63,0,955
792,40.784,0,956
792,40.784,0,957
811,40.784,0,958
811,39.434,0,959
671,39.434,0,960
671,39.038,0,961
671,39.038,0,962
671,39.038,0,963
474,39.038,0,964
474,38.624,0,965
474,38.624,0,966
790,38.624,0,967
790,39.2,0,968
2619,39.2,0,969
2619,39.956,0,970
5788,39.956,0,971
5788,39.848,0,972
5788,39.848,0,973
7088,39.848,0,974
7088,39.6680000000001,0,975
6264,39.6680000000001,0,976
6264,40.1540000000001,0,977
5230,40.1540000000001,0,978
4567,41,0,979
4769,41.4860000000001,0,980
5011,41.8280000000001,0,981
4889,42.782,0,982
5367,42.5120000000001,0,983
5678,42.224,0,984
5678,41.756,0,985
6267,41.756,0,986
6267,41.108,0,987
6267,41.108,0,988
6267,41.108,0,989
6057,41.108,0,990
6057,40.658,0,991
4883,40.658,0,992
2927,39.848,0,993
2594,39.2540000000001,0,994
2347,39.074,0,995
1544,38.8940000000001,0,996
1219,38.8040000000001,0,997
783,38.498,0,998
357,38.5520000000001,0,999
286,38.282,0,1000
396,37.8680000000001,0,1001
791,37.706,0,1002
2681,37.706,0,1003
5614,37.6520000000001,0,1004
6834,37.6520000000001,0,1005
6280,37.814,0,1006
5460,38.822,0,1007
4670,39.632,0,1008
5071,41.288,0,1009
5246,42.008,0,1010
5039,44.0780000000001,0,1011
5411,44.2760000000001,0,1012
5866,45.284,0,1013
6556,45.356,0,1014
6204,44.8700000000001,0,1015
4688,43.9520000000001,0,1016
3326,42.3680000000001,0,1017
3229,40.3520000000001,0,1018
2790,38.93,0,1019
1946,38.066,0,1020
1181,37.58,0,1021
649,37.3100000000001,0,1022
422,37.3100000000001,0,1023
340,36.9680000000001,0,1024
365,36.572,0,1025
683,36.05,0,1026
2471,36.122,0,1027
5538,35.9600000000001,0,1028
6880,36.05,0,1029
5906,36.05,0,1030
5234,36.932,0,1031
4719,39.056,0,1032
5304,41.9180000000001,0,1033
5487,48.2180000000001,0,1034
5532,48.8120000000001,0,1035
5816,51.908,0,1036
5958,52.556,0,1037
6455,52.682,0,1038
6154,51.7280000000001,0,1039
5330,48.038,0,1040
3540,43.9700000000001,0,1041
3193,41.7020000000001,0,1042
2948,40.892,0,1043
2496,40.514,0,1044
1707,39.5780000000001,0,1045
1090,39.38,0,1046
735,38.282,0,1047
537,37.0940000000001,0,1048
371,36.6440000000001,0,1049
397,36.464,0,1050
696,35.8520000000001,0,1051
1301,35.78,0,1052
1932,35.5100000000001,0,1053
2952,35.7440000000001,0,1054
3529,37.292,0,1055
3837,40.4780000000001,0,1056
4338,44.4200000000001,0,1057
4762,47.48,0,1058
4367,50,0,1059
4369,51.5120000000001,0,1060
4536,51.584,0,1061
4520,51.4940000000001,0,1062
4677,49.73,0,1063
4025,46.958,0,1064
3128,45.608,0,1065
2905,44.7620000000001,0,1066
2853,44.6540000000001,0,1067
3288,44.474,0,1068
2239,44.7440000000001,0,1069
1381,44.924,0,1070
922,44.816,0,1071
922,44.096,0,1072
922,44.096,0,1073
922,44.096,0,1074
626,44.096,0,1075
626,44.348,0,1076
626,44.348,0,1077
331,44.348,0,1078
331,44.798,0,1079
331,44.798,0,1080
331,44.798,0,1081
304,44.798,0,1082
304,44.5100000000001,0,1083
304,44.5100000000001,0,1084
304,44.5100000000001,0,1085
304,44.5100000000001,0,1086
462,44.5100000000001,0,1087
462,44.15,0,1088
462,44.15,0,1089
793,44.15,0,1090
793,43.9520000000001,0,1091
793,43.9520000000001,0,1092
793,43.9520000000001,0,1093
1120,43.9520000000001,0,1094
1120,44.24,0,1095
1120,44.24,0,1096
1797,44.24,0,1097
1797,44.1680000000001,0,1098
2687,44.1680000000001,0,1099
2687,45.1040000000001,0,1100
2687,45.1040000000001,0,1101
2687,45.1040000000001,0,1102
2687,45.1040000000001,0,1103
3961,45.1040000000001,0,1104
