"traffic_volume","temp_l1","holiday_l1"
6449,38.2100000000001,0
5765,39.488,0
5599,41.414,0
4534,43.1600000000001,0
4691,46.796,0
5067,49.9280000000001,0
5030,51.674,0
5300,53.582,0
5777,55.7600000000001,0
6349,57.3440000000001,0
6127,59.684,0
4460,62.9960000000001,0
3418,62.564,0
2775,60.2780000000001,0
2306,57.5780000000001,0
1846,53.5280000000001,0
947,50.558,0
494,48.74,0
332,47.714,0
261,47.534,0
361,46.292,0
5875,46.4360000000001,0
6793,46.58,0
6793,46.58,0
6283,46.58,0
6283,44.5100000000001,0
5680,44.5100000000001,0
5680,43.6280000000001,0
4632,43.6280000000001,0
4887,43.7360000000001,0
5030,44.672,0
5067,48.092,0
5227,48.398,0
5610,48.0200000000001,0
6286,47.192,0
4775,46.5440000000001,0
3340,49.0100000000001,0
3013,49.0100000000001,0
2603,49.0100000000001,0
1910,49.0100000000001,0
1037,49.0100000000001,0
347,49.0100000000001,0
350,33.35,0
850,34.25,0
2791,33.6200000000001,0
5809,33.008,0
6798,31.1180000000001,0
6304,31.1,0
5291,30.866,0
4638,35.672,0
5557,35.942,0
5818,51.7100000000001,0
6272,51.7100000000001,0
5944,51.134,0
4949,50.666,0
3511,50.306,0
3039,48.038,0
2679,47.84,0
2094,47.588,0
1284,48.2180000000001,0
630,48.884,0
410,51.3680000000001,0
331,52.682,0
372,52.6280000000001,0
739,50.0540000000001,0
2561,48.398,0
5586,45.716,0
6992,41.684,0
5860,40.082,0
5230,40.55,0
4864,41.0540000000001,0
5146,43.0520000000001,0
5526,45.14,0
5383,46.04,0
5758,47.4620000000001,0
5889,47.642,0
6057,48.74,0
6028,48.29,0
5257,47.1020000000001,0
1897,44.708,0
1335,48.29,0
769,30.974,0
570,30.038,0
413,28.1120000000001,0
399,26.8520000000001,0
740,25.3940000000001,0
1420,25.016,0
2220,24.3680000000001,0
3479,24.4940000000001,0
4546,24.9440000000001,0
4579,31.0280000000001,0
4438,38.534,0
4623,42.9260000000001,0
4440,44.9600000000001,0
4495,47.588,0
4483,49.8200000000001,0
4591,51.458,0
4477,52.484,0
4221,52.322,0
3672,50.882,0
3015,47.6600000000001,0
2769,46.814,0
2875,47.642,0
1931,48.3440000000001,0
1309,48.2540000000001,0
870,48.8120000000001,0
654,48.9020000000001,0
364,48.974,0
262,48.3440000000001,0
505,48.074,0
861,48.3440000000001,0
1132,48.3620000000001,0
1797,48.3620000000001,0
2685,48.3620000000001,0
2685,48.7040000000001,0
2685,48.7040000000001,0
3370,48.7040000000001,0
3370,48.524,0
3662,48.524,0
3662,49.406,0
4076,49.406,0
4076,50.324,0
4076,50.324,0
4128,50.324,0
4128,51.08,0
4128,51.08,0
4358,51.08,0
4358,51.692,0
4358,51.692,0
4342,51.692,0
4342,52.5200000000001,0
4234,52.5200000000001,0
4271,52.7540000000001,0
4271,52.682,0
4080,52.682,0
3453,52.25,0
2718,51.8360000000001,0
2439,51.584,0
1819,50.774,0
1002,49.8020000000001,0
1002,47.84,0
542,47.84,0
542,47.2280000000001,0
303,47.2280000000001,0
239,47.156,0
335,46.8860000000001,0
335,46.6520000000001,0
810,46.6520000000001,0
810,46.166,0
2606,46.166,0
2606,45.806,0
5714,45.806,0
6798,45.032,0
6114,44.672,0
5094,44.006,0
4473,43.88,0
4529,44.456,0
4823,44.906,0
4872,47.4260000000001,0
5238,51.548,0
5584,54.914,0
6246,56.696,0
5957,58.0100000000001,0
4535,57.416,0
3234,55.4540000000001,0
2677,53.69,0
2077,52.7540000000001,0
1380,52.4120000000001,0
927,50.7020000000001,0
500,48.524,0
324,46.508,0
257,44.096,0
354,42.4040000000001,0
769,40.5680000000001,0
2769,39.308,0
5789,38.2280000000001,0
7055,37.3280000000001,0
6408,34.988,0
5254,35.3120000000001,0
4547,40.5680000000001,0
4784,45.608,0
5015,51.2600000000001,0
5057,55.148,0
5430,55.688,0
5813,59,0
6496,60.8,0
6429,60.5120000000001,0
5142,60.2780000000001,0
3311,59.0180000000001,0
2777,57.434,0
2331,57.0020000000001,0
1767,56.75,0
1093,57.092,0
554,57.092,0
333,56.732,0
267,56.8040000000001,0
358,56.8040000000001,0
777,57.056,0
2732,56.138,0
5637,54.9680000000001,0
5564,53.8520000000001,0
6274,53.1860000000001,0
5403,53.9600000000001,0
5403,54.6260000000001,0
4680,54.6260000000001,0
4642,57.092,0
4979,59.288,0
4851,59.8280000000001,0
4291,62.906,0
4714,64.7780000000001,0
6723,65.948,0
6180,67.0280000000001,0
4843,67.1,0
3435,63.266,0
2921,59.3600000000001,0
2763,56.4260000000001,0
1930,54.2120000000001,0
1160,51.9260000000001,0
654,51.1700000000001,0
374,51.0260000000001,0
301,49.3700000000001,0
397,48.506,0
794,48.614,0
2564,49.298,0
5358,49.514,0
6441,51.8540000000001,0
5536,52.772,0
5256,53.33,0
4619,56.75,0
5107,59.3600000000001,0
5147,61.592,0
5283,59.216,0
5704,55.8680000000001,0
5887,55.058,0
6307,57.0020000000001,0
5953,57.2540000000001,0
4519,56.822,0
3427,55.148,0
2921,52.7360000000001,0
2649,50.522,0
2005,48.848,0
1177,47.75,0
699,47.6600000000001,0
436,46.634,0
353,46.0760000000001,0
353,45.122,0
399,45.122,0
720,44.366,0
720,43.9520000000001,0
720,43.9520000000001,0
720,43.9520000000001,0
2370,43.9520000000001,0
2370,43.8620000000001,0
5162,43.8620000000001,0
5162,43.7,0
5162,43.7,0
5777,43.7,0
5777,43.34,0
5235,43.34,0
5235,42.9260000000001,0
5235,42.9260000000001,0
4606,42.9260000000001,0
4606,43.1600000000001,0
4328,43.1600000000001,0
4282,44.1860000000001,0
4489,45.122,0
4908,46.13,0
5620,47.048,0
5849,47.8040000000001,0
5849,47.822,0
4945,47.822,0
4619,48.416,0
4479,48.6680000000001,0
3804,48.308,0
2908,47.372,0
2942,46.598,0
3077,45.5180000000001,0
3077,45.1040000000001,0
2051,45.1040000000001,0
2051,44.5100000000001,0
2051,44.5100000000001,0
1270,44.5100000000001,0
1270,44.438,0
773,44.438,0
773,44.834,0
589,44.834,0
432,45.014,0
432,45.446,0
401,45.446,0
401,45.9680000000001,0
401,45.9680000000001,0
759,45.9680000000001,0
759,46.058,0
759,46.058,0
1313,46.058,0
1313,46.364,0
1313,46.364,0
1824,46.364,0
1824,46.634,0
1824,46.634,0
2787,46.634,0
2787,46.472,0
2787,46.472,0
3713,46.472,0
3713,47.39,0
3713,47.39,0
3713,47.39,0
3815,47.39,0
3815,47.966,0
3815,47.966,0
3815,47.966,0
4339,47.966,0
4339,48.5600000000001,0
4339,48.5600000000001,0
4613,48.5600000000001,0
4613,49.208,0
4613,49.208,0
4613,49.208,0
4507,49.208,0
4452,50.288,0
4636,51.1520000000001,0
4810,51.89,0
5125,52.106,0
4337,51.764,0
3644,49.982,0
3107,46.85,0
2929,45.1760000000001,0
2865,43.466,0
2340,42.2600000000001,0
1372,40.946,0
1928,40.622,0
1928,37.0040000000001,0
4695,37.0040000000001,0
4335,51.692,0
1583,49.0100000000001,0
959,47.4260000000001,0
498,46.598,0
306,46.6520000000001,0
259,46.148,0
324,45.356,0
806,45.3020000000001,0
2622,43.196,0
5456,42.8540000000001,0
4324,42.6200000000001,0
4378,49.19,0
4639,55.4360000000001,0
4546,59.8280000000001,0
5006,63.392,0
5361,66.308,0
6101,68.738,0
5781,68.504,0
4272,68.45,0
3091,64.9760000000001,0
2434,60.8360000000001,0
1984,57.434,0
1383,55.3100000000001,0
959,54.14,0
511,53.924,0
346,53.456,0
253,52.574,0
349,51.314,0
807,50.7200000000001,0
2669,49.4600000000001,0
5210,48.6860000000001,0
6083,48.164,0
5790,47.6600000000001,0
5484,47.6600000000001,0
4407,49.856,0
4725,52.484,0
4826,54.4100000000001,0
4945,56.264,0
5065,56.48,0
5618,58.6760000000001,0
6094,59.7020000000001,0
5844,60.0260000000001,0
4649,59.684,0
3180,59.0180000000001,0
2963,57.992,0
2450,57.308,0
1613,55.6520000000001,0
1021,54.59,0
580,54.4280000000001,0
580,53.9960000000001,0
298,53.9960000000001,0
261,54.248,0
408,54.4100000000001,0
408,55.1120000000001,0
793,55.1120000000001,0
793,55.022,0
2643,55.022,0
2643,55.0760000000001,0
2643,55.0760000000001,0
5593,55.0760000000001,0
5593,54.6440000000001,0
5593,54.6440000000001,0
5593,54.6440000000001,0
5722,54.6440000000001,0
5722,54.23,0
5607,54.23,0
5607,54.3200000000001,0
5607,54.3200000000001,0
5607,54.3200000000001,0
5492,54.3200000000001,0
5492,55.0040000000001,0
5492,55.0040000000001,0
4542,55.0040000000001,0
4720,55.742,0
4720,56.606,0
4982,56.606,0
4982,59.3780000000001,0
4982,59.3780000000001,0
5032,59.3780000000001,0
5032,60.674,0
5032,60.674,0
5212,60.674,0
5212,62.114,0
5661,62.114,0
5661,62.7620000000001,0
5661,62.7620000000001,0
5812,62.7620000000001,0
5855,62.348,0
5855,61.6460000000001,0
4416,61.6460000000001,0
4416,61.6280000000001,0
3118,61.6280000000001,0
2877,60.638,0
2877,59.342,0
2498,59.342,0
1701,57.038,0
1028,57.6680000000001,0
578,57.866,0
354,58.388,0
272,57.4520000000001,0
370,57.3440000000001,0
809,55.922,0
809,53.906,0
2641,53.906,0
4957,54.1040000000001,0
6036,54.284,0
6036,53.69,0
5309,53.69,0
4438,53.366,0
4723,55.9040000000001,0
4879,57.5780000000001,0
5062,58.0100000000001,0
5450,57.4520000000001,0
5450,55.8680000000001,0
5450,55.8680000000001,0
5450,55.8680000000001,0
5888,55.8680000000001,0
5888,54.7700000000001,0
5888,54.7700000000001,0
5888,54.7700000000001,0
5888,54.7700000000001,0
6473,54.7700000000001,0
6473,53.8520000000001,0
6473,53.8520000000001,0
6488,53.8520000000001,0
6488,52.916,0
6488,52.916,0
5351,52.916,0
5351,52.0520000000001,0
5351,52.0520000000001,0
5351,52.0520000000001,0
3500,52.0520000000001,0
3500,51.1520000000001,0
3500,51.1520000000001,0
2856,51.1520000000001,0
2856,50.522,0
2856,50.522,0
2587,50.522,0
2587,50.1260000000001,0
2587,50.1260000000001,0
1979,50.1260000000001,0
1284,49.406,0
665,48.164,0
665,46.2200000000001,0
665,46.2200000000001,0
432,46.2200000000001,0
432,45.122,0
326,45.122,0
326,44.456,0
326,44.456,0
380,44.456,0
380,43.5020000000001,0
380,43.5020000000001,0
380,43.5020000000001,0
705,43.5020000000001,0
705,42.4040000000001,0
705,42.4040000000001,0
705,42.4040000000001,0
705,42.4040000000001,0
2430,42.4040000000001,0
2430,41.216,0
2430,41.216,0
2430,41.216,0
5426,41.216,0
5426,40.856,0
5426,40.856,0
6499,40.856,0
6499,39.884,0
5856,39.884,0
5856,37.5440000000001,0
5856,37.5440000000001,0
5234,37.5440000000001,0
5234,36.5180000000001,0
5234,36.5180000000001,0
4695,36.5180000000001,0
4695,35.366,0
4695,35.366,0
4695,35.366,0
5341,35.366,0
5341,35.384,0
5341,35.384,0
5341,35.384,0
5943,35.384,0
5943,34.43,0
5874,34.43,0
5879,35.348,0
5879,36.014,0
6060,36.014,0
6348,36.8600000000001,0
5955,38.138,0
5341,38.39,0
4144,38.408,0
3249,37.9040000000001,0
3017,37.5440000000001,0
2765,37.1120000000001,0
1894,37.634,0
1159,37.634,0
822,37.148,0
641,35.9780000000001,0
411,35.2040000000001,0
468,34.034,0
723,33.548,0
1415,33.008,0
2191,32.5040000000001,0
3185,32.9,0
4076,34.574,0
4522,36.032,0
6012,36.122,0
5975,37.3280000000001,0
5307,37.9940000000001,0
4678,38.03,0
4405,38.138,0
4403,38.2280000000001,0
4311,38.75,0
4198,38.2280000000001,0
3475,37.742,0
3078,37.058,0
2931,36.4100000000001,0
2941,35.0780000000001,0
2240,33.6200000000001,0
1564,32.846,0
795,32.666,0
447,32.7020000000001,0
443,32.864,0
330,32.864,0
453,32.1260000000001,0
755,31.28,0
953,30.2180000000001,0
1650,28.238,0
2442,27.5540000000001,0
3230,31.0100000000001,0
3575,33.638,0
4139,36.788,0
3892,39.9020000000001,0
3989,41.7020000000001,0
4294,42.4760000000001,0
4521,42.3680000000001,0
4280,42.188,0
3945,41.216,0
3169,38.3360000000001,0
2772,36.8780000000001,0
2213,34.0520000000001,0
1570,32.3960000000001,0
1065,31.316,0
530,29.948,0
331,29.534,0
270,28.8680000000001,0
316,28.958,0
799,29.498,0
2513,30.3620000000001,0
5503,29.8940000000001,0
6642,29.084,0
6195,28.958,0
5246,29.39,0
4460,32.198,0
4580,35.15,0
4771,37.724,0
4836,39.974,0
5138,41.63,0
5606,43.0700000000001,0
6120,44.132,0
5985,44.5280000000001,0
4418,44.006,0
3089,41.972,0
2636,40.28,0
2117,38.516,0
1437,38.2280000000001,0
920,37.238,0
600,35.7260000000001,0
393,34.88,0
298,33.9620000000001,0
352,32.5760000000001,0
762,32.63,0
2519,32,0
5478,31.73,0
6728,31.172,0
5972,31.874,0
5280,33.3680000000001,0
4626,35.006,0
4947,37.4180000000001,0
5125,40.172,0
5130,41.5760000000001,0
5394,42.7460000000001,0
5837,43.034,0
6222,44.672,0
5992,45.23,0
4578,44.8700000000001,0
3246,43.574,0
2834,42.134,0
2578,41.63,0
1979,38.8040000000001,0
1326,37.184,0
541,35.348,0
346,33.296,0
265,31.7120000000001,0
338,30.6680000000001,0
765,30.488,0
2611,30.632,0
5577,29.4440000000001,0
6908,29.1020000000001,0
6079,28.346,0
5309,28.4360000000001,0
4567,31.9280000000001,0
4804,37.148,0
5041,41.216,0
5051,44.042,0
5274,45.5540000000001,0
5936,46.5260000000001,0
6128,47.5700000000001,0
5821,48.29,0
4040,46.9940000000001,0
2711,44.33,0
2690,41.5940000000001,0
2539,38.6780000000001,0
1925,36.14,0
1471,33.6200000000001,0
716,31.28,0
453,29.4440000000001,0
324,27.9680000000001,0
390,26.6,0
775,25.7540000000001,0
2572,25.322,0
5595,24.458,0
6852,23.8280000000001,0
5892,24.0620000000001,0
5327,23.54,0
4756,27.95,0
5073,32.54,0
5286,36.95,0
5189,41.99,0
5495,44.78,0
5713,47.3360000000001,0
6317,49.784,0
6306,49.964,0
4867,49.8020000000001,0
3501,46.6700000000001,0
3110,44.042,0
2727,42.314,0
1825,41.648,0
1222,42.998,0
611,42.908,0
441,42.2600000000001,0
331,39.992,0
365,38.948,0
708,39.2,0
2379,40.55,0
5236,41.288,0
6509,41.864,0
5723,41.1260000000001,0
5239,39.974,0
4723,40.766,0
5330,41.3960000000001,0
5403,42.134,0
5446,42.134,0
5669,43.592,0
6093,43.682,0
6323,44.33,0
5856,43.898,0
4987,42.35,0
3681,39.038,0
2902,35.8520000000001,0
2929,35.2940000000001,0
2728,32.288,0
1693,31.316,0
1166,30.038,0
724,29.948,0
568,29.5700000000001,0
343,28.6700000000001,0
383,27.0680000000001,0
703,26.15,0
1229,25.538,0
2057,25.232,0
3246,24.9620000000001,0
4390,24.5120000000001,0
4573,28.9760000000001,0
4269,31.4600000000001,0
4833,33.4040000000001,0
4442,35.0600000000001,0
4397,36.1040000000001,0
4314,36.6440000000001,0
4413,36.95,0
4125,37.6520000000001,0
4004,37.8680000000001,0
3404,37.6520000000001,0
2777,37.364,0
2579,37.0040000000001,0
2552,37.0040000000001,0
1952,36.5360000000001,0
2125,36.374,0
730,36.5360000000001,0
730,36.4100000000001,0
345,36.716,0
223,36.0860000000001,0
488,36.1760000000001,0
710,35.924,0
1165,35.474,0
2067,35.474,0
2067,35.492,0
2911,35.492,0
3527,36.122,0
3765,37.3100000000001,0
4063,37.94,0
4043,38.498,0
4200,39.1280000000001,0
4105,40.964,0
4015,41.522,0
3620,41.522,0
3652,40.892,0
2837,40.2260000000001,0
2446,39.6680000000001,0
1950,39.29,0
1451,39.038,0
999,38.39,0
1720,38.1020000000001,0
1299,37.256,0
304,36.5360000000001,0
412,35.2760000000001,0
753,35.0780000000001,0
2562,32.54,0
5658,31.1180000000001,0
6877,30.2540000000001,0
5981,30.506,0
4999,31.172,0
4408,33.998,0
4575,37.1120000000001,0
4710,39.5600000000001,0
4648,40.424,0
4968,41.5760000000001,0
6124,42.008,0
6134,45.338,0
4265,45.338,0
2415,42.998,0
1963,45.338,0
1454,45.338,0
938,45.338,0
537,45.338,0
313,45.338,0
256,34.2680000000001,0
356,34.2680000000001,0
788,34.2680000000001,0
2565,34.2680000000001,0
5330,34.2680000000001,0
6181,34.2680000000001,0
6182,35.1680000000001,0
5720,35.1680000000001,0
4612,35.1680000000001,0
4666,35.1680000000001,0
5022,39.1460000000001,0
5490,40.8020000000001,0
5973,41.072,0
6201,41.414,0
5453,41.792,0
3921,41.9,0
3921,42.0620000000001,0
2835,42.0620000000001,0
2835,42.296,0
2450,42.296,0
2450,42.566,0
2078,42.566,0
2078,42.242,0
2078,42.242,0
1671,42.242,0
1671,41.738,0
1671,41.738,0
1472,41.738,0
1472,41.63,0
792,41.63,0
792,40.784,0
792,40.784,0
811,40.784,0
811,39.434,0
671,39.434,0
671,39.038,0
671,39.038,0
671,39.038,0
474,39.038,0
474,38.624,0
474,38.624,0
790,38.624,0
790,39.2,0
2619,39.2,0
2619,39.956,0
5788,39.956,0
5788,39.848,0
5788,39.848,0
7088,39.848,0
7088,39.6680000000001,0
6264,39.6680000000001,0
6264,40.1540000000001,0
5230,40.1540000000001,0
4567,41,0
4769,41.4860000000001,0
5011,41.8280000000001,0
4889,42.782,0
5367,42.5120000000001,0
5678,42.224,0
5678,41.756,0
6267,41.756,0
6267,41.108,0
6267,41.108,0
6267,41.108,0
6057,41.108,0
6057,40.658,0
4883,40.658,0
2927,39.848,0
2594,39.2540000000001,0
2347,39.074,0
1544,38.8940000000001,0
1219,38.8040000000001,0
783,38.498,0
357,38.5520000000001,0
286,38.282,0
396,37.8680000000001,0
791,37.706,0
2681,37.706,0
5614,37.6520000000001,0
6834,37.6520000000001,0
6280,37.814,0
5460,38.822,0
4670,39.632,0
5071,41.288,0
5246,42.008,0
5039,44.0780000000001,0
5411,44.2760000000001,0
5866,45.284,0
6556,45.356,0
6204,44.8700000000001,0
4688,43.9520000000001,0
3326,42.3680000000001,0
3229,40.3520000000001,0
2790,38.93,0
1946,38.066,0
1181,37.58,0
649,37.3100000000001,0
422,37.3100000000001,0
340,36.9680000000001,0
365,36.572,0
683,36.05,0
2471,36.122,0
5538,35.9600000000001,0
6880,36.05,0
5906,36.05,0
5234,36.932,0
4719,39.056,0
5304,41.9180000000001,0
5487,48.2180000000001,0
5532,48.8120000000001,0
5816,51.908,0
5958,52.556,0
6455,52.682,0
6154,51.7280000000001,0
5330,48.038,0
3540,43.9700000000001,0
3193,41.7020000000001,0
2948,40.892,0
2496,40.514,0
1707,39.5780000000001,0
1090,39.38,0
735,38.282,0
537,37.0940000000001,0
371,36.6440000000001,0
397,36.464,0
696,35.8520000000001,0
1301,35.78,0
1932,35.5100000000001,0
2952,35.7440000000001,0
3529,37.292,0
3837,40.4780000000001,0
4338,44.4200000000001,0
4762,47.48,0
4367,50,0
4369,51.5120000000001,0
4536,51.584,0
4520,51.4940000000001,0
4677,49.73,0
4025,46.958,0
3128,45.608,0
2905,44.7620000000001,0
2853,44.6540000000001,0
3288,44.474,0
2239,44.7440000000001,0
1381,44.924,0
922,44.816,0
922,44.096,0
922,44.096,0
922,44.096,0
626,44.096,0
626,44.348,0
626,44.348,0
331,44.348,0
331,44.798,0
331,44.798,0
331,44.798,0
304,44.798,0
304,44.5100000000001,0
304,44.5100000000001,0
304,44.5100000000001,0
304,44.5100000000001,0
462,44.5100000000001,0
462,44.15,0
462,44.15,0
793,44.15,0
793,43.9520000000001,0
793,43.9520000000001,0
793,43.9520000000001,0
1120,43.9520000000001,0
1120,44.24,0
1120,44.24,0
1797,44.24,0
1797,44.1680000000001,0
2687,44.1680000000001,0
2687,45.1040000000001,0
2687,45.1040000000001,0
2687,45.1040000000001,0
2687,45.1040000000001,0
3961,45.1040000000001,0
3961,46.166,0
4086,46.166,0
3710,48.0200000000001,0
3710,50.4860000000001,0
3733,50.4860000000001,0
3733,53.222,0
3666,53.222,0
3666,58.0100000000001,0
4012,58.0100000000001,0
4012,61.808,0
4169,61.808,0
3636,64.382,0
3390,62.834,0
3390,59.2520000000001,0
2660,59.2520000000001,0
2173,60.98,0
1924,65.156,0
2863,64.634,0
1000,58.946,0
352,58.946,1
263,49.2620000000001,0
341,49.2620000000001,0
761,49.2620000000001,0
2467,49.2620000000001,0
5242,49.2620000000001,0
5390,49.2620000000001,0
2029,33.35,0
2096,33.35,0
2892,33.35,0
4245,30.6860000000001,0
4245,30.092,0
4148,30.092,0
4362,29.822,0
4619,29.6600000000001,0
4755,28.85,0
5187,28.58,0
5186,27.4100000000001,0
3854,26.456,0
2641,25.898,0
2222,25.808,0
1943,24.872,0
1437,24.3680000000001,0
2409,23.432,0
905,21.416,0
367,21.0200000000001,0
290,20.282,0
317,20.174,0
775,19.166,0
2571,19.0040000000001,0
5541,19.4,0
6529,19.8860000000001,0
6242,20.6600000000001,0
6242,20.6780000000001,0
5438,20.6780000000001,0
4656,21.0200000000001,0
4759,22.388,0
4943,23.3600000000001,0
4924,24.116,0
5409,24.6020000000001,0
5664,24.9440000000001,0
6436,25.448,0
6212,24.9620000000001,0
4324,24.638,0
2948,23.3600000000001,0
2604,23.198,0
2192,23.108,0
1563,22.5680000000001,0
1346,22.28,0
535,21.2,0
325,19.724,0
252,19.1120000000001,0
361,19.022,0
795,17.582,0
2620,16.6280000000001,0
5730,16.7360000000001,0
6792,17.006,0
6199,17.5100000000001,0
5216,19.85,0
4864,24.98,0
5477,29.732,0
5654,31.316,0
5761,35.33,0
6131,39.272,0
6415,40.5860000000001,0
7189,42.44,0
6968,40.766,0
5182,38.03,0
3536,36.914,0
3052,37.0940000000001,0
2665,37.0940000000001,0
2044,37.364,0
1841,38.084,0
575,38.084,0
325,37.9940000000001,0
294,37.598,0
371,37.166,0
817,36.8960000000001,0
2657,36.1760000000001,0
5814,35.1680000000001,0
6761,34.142,0
6171,32.288,0
5387,33.098,0
4704,37.922,0
4811,41.1440000000001,0
5115,42.584,0
5114,45.608,0
5597,50.198,0
5801,51.1700000000001,0
6570,50.2520000000001,0
6396,48.506,0
4717,44.924,0
3398,42.4760000000001,0
3258,41.882,0
2681,40.946,0
1367,40.8200000000001,0
662,43.43,0
435,43.43,0
332,39.1100000000001,0
391,39.1100000000001,0
708,39.1100000000001,0
2477,39.1100000000001,0
5527,39.1100000000001,0
6517,39.1100000000001,0
5360,38.5700000000001,0
5177,38.5700000000001,0
4661,38.5700000000001,0
5129,38.5700000000001,0
5326,38.5700000000001,0
5488,38.5700000000001,0
5489,38.5700000000001,0
5835,42.9620000000001,0
6427,42.9620000000001,0
6093,42.9620000000001,0
5074,42.9620000000001,0
3522,42.9620000000001,0
2818,42.9620000000001,0
2804,42.9620000000001,0
2639,42.9620000000001,0
1766,42.9620000000001,0
1091,42.9620000000001,0
739,42.9620000000001,0
642,28.022,0
404,28.022,0
407,28.022,0
753,28.022,0
1381,20.624,0
2046,19.616,0
3031,18.9680000000001,0
3842,21.524,0
4233,27.806,0
4416,32.7200000000001,0
4753,36.8600000000001,0
4525,40.0280000000001,0
4628,41.882,0
4546,43.142,0
4516,43.232,0
4468,42.0440000000001,0
3265,38.03,0
2608,34.124,0
2770,34.3040000000001,0
2661,34.34,0
2191,34.25,0
1293,34.934,0
861,35.6,0
644,35.78,0
368,36.446,0
293,36.932,0
482,37.4180000000001,0
774,37.6520000000001,0
1052,37.5620000000001,0
1722,37.49,0
2561,39.074,0
3232,42.53,0
3630,46.49,0
3999,50.6120000000001,0
4075,54.284,0
3966,55.058,0
4083,55.04,0
4277,54.5,0
4368,53.4200000000001,0
3504,52.088,0
3575,51.8360000000001,0
2702,51.8360000000001,0
2007,51.8360000000001,0
1505,51.422,0
961,50.9,0
476,50.7200000000001,0
311,49.748,0
268,48.9020000000001,0
364,48.74,0
789,47.966,0
2579,47.5700000000001,0
5546,46.238,0
6831,45.23,0
5884,44.384,0
5133,44.33,0
4518,46.9940000000001,0
4564,49.4600000000001,0
4925,51.764,0
4866,54.23,0
5118,55.9040000000001,0
5473,57.2540000000001,0
6276,56.3540000000001,0
5908,55.166,0
4239,52.5200000000001,0
3011,52.682,0
2644,52.142,0
2150,51.6020000000001,0
1539,50.63,0
970,49.658,0
504,48.614,0
327,48.092,0
254,47.516,0
346,48.5600000000001,0
775,48.398,0
2568,48.596,0
5647,48.866,0
6824,48.7040000000001,0
5989,47.948,0
5419,48.524,0
